algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo_ms
Balde,80000000,2,3,159999999,320000000,2874.167009
Radixsort C.,80000000,2,3,0,1440000000,8889.528023
Radixsort B.,80000000,2,3,0,1440000000,75560.881366
Shellsort,80000000,3,1,1892461836,3550065896,2781.788976
Mergesort,80000000,3,1,1179622533,3290193260,2809.324672
Quicksort,80000000,3,1,648997655,1042869489,1546.811905
Heapsort,80000000,3,1,1743006128,2854509189,4645.002042
Contagem,80000000,3,1,79999999,160000000,1532.375313
Balde,80000000,3,1,160004526,320004527,10679.302418
Radixsort C.,80000000,3,1,0,1440000000,7638.637670
Radixsort B.,80000000,3,1,0,1440000000,36521.367189
Shellsort,80000000,3,2,1892309580,3549913545,2894.641798
Mergesort,80000000,3,2,1179606176,3290183434,2818.400754
Quicksort,80000000,3,2,645847545,1032185826,1543.972443
Heapsort,80000000,3,2,1742885004,2854327503,4685.230213
Contagem,80000000,3,2,79999999,160000000,1535.176710
Balde,80000000,3,2,160004546,320004547,10704.872525
Radixsort C.,80000000,3,2,0,1440000000,7653.254736
Radixsort B.,80000000,3,2,0,1440000000,36473.094725
Shellsort,80000000,3,3,1892188377,3549781646,2924.773623
Mergesort,80000000,3,3,1179529109,3290097614,2899.199885
Quicksort,80000000,3,3,678682200,1071741193,1564.304334
Heapsort,80000000,3,3,1742199152,2853298725,4604.096815
Contagem,80000000,3,3,79999999,160000000,1537.489277
Balde,80000000,3,3,160004623,320004624,10643.231715
Radixsort C.,80000000,3,3,0,1440000000,7673.185170
Radixsort B.,80000000,3,3,0,1440000000,36778.044238
Shellsort,81000000,1,1,1662667902,3325335804,1437.826913
Mergesort,81000000,1,1,1048796864,3182579136,1753.921812
Quicksort,81000000,1,1,4209271482,8499902258,7496.035204
Heapsort,81000000,1,1,4085579990,6371369982,6625.814102
Contagem,81000000,1,1,80999999,242999999,531.661172
Balde,81000000,1,1,161999999,404999999,3233.669118
Radixsort C.,81000000,1,1,0,1458000000,7404.815376
Radixsort B.,81000000,1,1,0,1458000000,91782.628959
Shellsort,81000000,1,2,1662667902,3325335804,1309.752464
Mergesort,81000000,1,2,1048796864,3182579136,1750.112372
Quicksort,81000000,1,2,4192860267,8335110647,7521.660487
Heapsort,81000000,1,2,4085579990,6371369982,6590.773650
Contagem,81000000,1,2,80999999,242999999,527.055523
Balde,81000000,1,2,161999999,404999999,3132.193841
Radixsort C.,81000000,1,2,0,1458000000,7407.812823
Radixsort B.,81000000,1,2,0,1458000000,91715.148865
Shellsort,81000000,1,3,1662667902,3325335804,1311.333009
Mergesort,81000000,1,3,1048796864,3182579136,1757.191995
Quicksort,81000000,1,3,4106235047,8250079931,7835.610301
Heapsort,81000000,1,3,4085579990,6371369982,6566.367824
Contagem,81000000,1,3,80999999,242999999,528.279589
Balde,81000000,1,3,161999999,404999999,3142.726916
Radixsort C.,81000000,1,3,0,1458000000,7401.501122
Radixsort B.,81000000,1,3,0,1458000000,91884.259217
Shellsort,81000000,2,1,2263738128,3964048714,1799.152549
Mergesort,81000000,2,1,1084985408,4267564544,2155.065082
Quicksort,81000000,2,1,4237363016,8503080024,7482.399011
Heapsort,81000000,2,1,3837908458,5999862684,7195.477691
Contagem,81000000,2,1,80999999,162000000,565.846886
Balde,81000000,2,1,161999999,324000000,2889.963373
Radixsort C.,81000000,2,1,0,1458000000,8982.348719
Radixsort B.,81000000,2,1,0,1458000000,121277.818991
Shellsort,81000000,2,2,2263738128,3964048714,1736.446215
Mergesort,81000000,2,2,1084985408,4267564544,2147.320276
Quicksort,81000000,2,2,4088360039,8251867997,7595.502288
Heapsort,81000000,2,2,3837908458,5999862684,6896.434651
Contagem,81000000,2,2,80999999,162000000,556.985082
Balde,81000000,2,2,161999999,324000000,2950.868458
Radixsort C.,81000000,2,2,0,1458000000,8950.602337
Radixsort B.,81000000,2,2,0,1458000000,118812.803088
Shellsort,81000000,2,3,2263738128,3964048714,1807.190555
Mergesort,81000000,2,3,1084985408,4267564544,2149.944621
Quicksort,81000000,2,3,4262795745,8505765377,7551.444843
Heapsort,81000000,2,3,3837908458,5999862684,6915.669939
Contagem,81000000,2,3,80999999,162000000,552.163199
Balde,81000000,2,3,161999999,324000000,2880.337069
Radixsort C.,81000000,2,3,0,1458000000,8971.059246
Radixsort B.,81000000,2,3,0,1458000000,118891.302502
Shellsort,81000000,3,1,1917535946,3597340552,2916.174009
Mergesort,81000000,3,1,1194945823,3333504908,2947.332383
Quicksort,81000000,3,1,671949529,1053676376,1572.504446
Heapsort,81000000,3,1,1765087068,2890630599,4747.050519
Contagem,81000000,3,1,80999999,162000000,1547.966547
Balde,81000000,3,1,162004411,324004412,10832.441310
Radixsort C.,81000000,3,1,0,1458000000,7749.151732
Radixsort B.,81000000,3,1,0,1458000000,37235.467598
Shellsort,81000000,3,2,1917184283,3596985900,2916.677296
Mergesort,81000000,3,2,1194875606,3333431705,2843.492366
Quicksort,81000000,3,2,656281632,1037962931,1568.746200
Heapsort,81000000,3,2,1764371844,2889557763,4650.539954
Contagem,81000000,3,2,80999999,162000000,1549.211497
Balde,81000000,3,2,162004354,324004355,10895.028142
Radixsort C.,81000000,3,2,0,1458000000,7728.359158
Radixsort B.,81000000,3,2,0,1458000000,37009.883761
Shellsort,81000000,3,3,1917666497,3597467927,2914.303058
Mergesort,81000000,3,3,1194923076,3333484385,2859.070681
Quicksort,81000000,3,3,664813503,1062542212,1586.055012
Heapsort,81000000,3,3,1764950566,2890425846,4744.409062
Contagem,81000000,3,3,80999999,162000000,1553.753519
Balde,81000000,3,3,162004314,324004315,10971.684822
Radixsort C.,81000000,3,3,0,1458000000,7791.632755
Radixsort B.,81000000,3,3,0,1458000000,37129.846657
Shellsort,82000000,1,1,1684667902,3369335804,1394.893727
Mergesort,82000000,1,1,1062785600,3224567872,1765.904475
Quicksort,82000000,1,1,4219474107,8540406383,7904.998083
Heapsort,82000000,1,1,4139228914,6454843368,6707.451347
Contagem,82000000,1,1,81999999,245999999,534.090657
Balde,82000000,1,1,163999999,409999999,3175.172006
Radixsort C.,82000000,1,1,0,1476000000,7482.790830
Radixsort B.,82000000,1,1,0,1476000000,75656.860077
Shellsort,82000000,1,2,1684667902,3369335804,1325.571946
Mergesort,82000000,1,2,1062785600,3224567872,1758.118530
Quicksort,82000000,1,2,4159778011,8343206785,7955.842652
Heapsort,82000000,1,2,4139228914,6454843368,6473.739475
Contagem,82000000,1,2,81999999,245999999,534.582420
Balde,82000000,1,2,163999999,409999999,3167.771314
Radixsort C.,82000000,1,2,0,1476000000,7489.587380
Radixsort B.,82000000,1,2,0,1476000000,75871.710601
Shellsort,82000000,1,3,1684667902,3369335804,1453.188364
Mergesort,82000000,1,3,1062785600,3224567872,1767.855396
Quicksort,82000000,1,3,4362020768,8801346453,7768.171135
Heapsort,82000000,1,3,4139228914,6454843368,6466.353661
Contagem,82000000,1,3,81999999,245999999,537.081189
Balde,82000000,1,3,163999999,409999999,3178.114346
Radixsort C.,82000000,1,3,0,1476000000,7504.211291
Radixsort B.,82000000,1,3,0,1476000000,75717.741836
Shellsort,82000000,2,1,2313441638,4035124366,1839.938485
Mergesort,82000000,2,1,1098996672,4323564544,2171.782604
Quicksort,82000000,2,1,4361612816,8587225926,7755.134473
Heapsort,82000000,2,1,3888552478,6078828714,7243.281789
Contagem,82000000,2,1,81999999,164000000,558.058148
Balde,82000000,2,1,163999999,328000000,2965.484757
Radixsort C.,82000000,2,1,0,1476000000,9093.851966
Radixsort B.,82000000,2,1,0,1476000000,98706.017863
Shellsort,82000000,2,2,2313441638,4035124366,1831.001181
Mergesort,82000000,2,2,1098996672,4323564544,2195.964793
Quicksort,82000000,2,2,4305190764,8560079007,7679.393154
Heapsort,82000000,2,2,3888552478,6078828714,7222.656209
Contagem,82000000,2,2,81999999,164000000,563.852663
Balde,82000000,2,2,163999999,328000000,2930.498015
Radixsort C.,82000000,2,2,0,1476000000,9090.829585
Radixsort B.,82000000,2,2,0,1476000000,98124.912473
Shellsort,82000000,2,3,2313441638,4035124366,1753.266056
Mergesort,82000000,2,3,1098996672,4323564544,2169.672022
Quicksort,82000000,2,3,4154294950,8409867616,7922.919975
Heapsort,82000000,2,3,3888552478,6078828714,6965.799735
Contagem,82000000,2,3,81999999,164000000,557.232116
Balde,82000000,2,3,163999999,328000000,2986.421626
Radixsort C.,82000000,2,3,0,1476000000,9114.520570
Radixsort B.,82000000,2,3,0,1476000000,98050.858977
Shellsort,82000000,3,1,1943000541,3645022747,2949.394913
Mergesort,82000000,3,1,1210991512,3377543530,2867.445680
Quicksort,82000000,3,1,661519061,1052478326,1573.211046
Heapsort,82000000,3,1,1788545154,2928817728,4723.427493
Contagem,82000000,3,1,81999999,164000000,1567.420862
Balde,82000000,3,1,164004492,328004493,10964.601427
Radixsort C.,82000000,3,1,0,1476000000,7845.257628
Radixsort B.,82000000,3,1,0,1476000000,37845.769616
Shellsort,82000000,3,2,1942815430,3644838987,2958.506755
Mergesort,82000000,3,2,1210934278,3377486743,2875.603188
Quicksort,82000000,3,2,695763051,1094051791,1607.290879
Heapsort,82000000,3,2,1788059564,2928089343,4805.859969
Contagem,82000000,3,2,81999999,164000000,1564.712495
Balde,82000000,3,2,164004402,328004403,10973.518547
Radixsort C.,82000000,3,2,0,1476000000,7866.359956
Radixsort B.,82000000,3,2,0,1476000000,37672.276414
Shellsort,82000000,3,3,1942880819,3644905484,3072.589719
Mergesort,82000000,3,3,1210910373,3377459408,2910.000108
Quicksort,82000000,3,3,659086811,1051630497,1585.852258
Heapsort,82000000,3,3,1787800616,2927700921,4801.747341
Contagem,82000000,3,3,81999999,164000000,1564.629731
Balde,82000000,3,3,164004346,328004347,10992.381363
Radixsort C.,82000000,3,3,0,1476000000,7855.133481
Radixsort B.,82000000,3,3,0,1476000000,37539.086464
Shellsort,83000000,1,1,1706667902,3413335804,1474.678809
Mergesort,83000000,1,1,1076980736,3266763008,1791.250525
Quicksort,83000000,1,1,4291583650,8555074005,7778.980788
Heapsort,83000000,1,1,4192877838,6538316754,6781.457769
Contagem,83000000,1,1,82999999,248999999,541.918995
Balde,83000000,1,1,165999999,414999999,3201.375587
Radixsort C.,83000000,1,1,0,1494000000,7600.143139
Radixsort B.,83000000,1,1,0,1494000000,94502.336906
Shellsort,83000000,1,2,1706667902,3413335804,1472.440275
Mergesort,83000000,1,2,1076980736,3266763008,1797.862690
Quicksort,83000000,1,2,4417143695,8673446023,8029.262952
Heapsort,83000000,1,2,4192877838,6538316754,6544.713739
Contagem,83000000,1,2,82999999,248999999,540.959075
Balde,83000000,1,2,165999999,414999999,3297.866387
Radixsort C.,83000000,1,2,0,1494000000,7607.075254
Radixsort B.,83000000,1,2,0,1494000000,95619.172444
Shellsort,83000000,1,3,1706667902,3413335804,1480.238302
Mergesort,83000000,1,3,1076980736,3266763008,1795.131624
Quicksort,83000000,1,3,4291281348,8604677496,8038.335333
Heapsort,83000000,1,3,4192877838,6538316754,6674.724929
Contagem,83000000,1,3,82999999,248999999,541.770998
Balde,83000000,1,3,165999999,414999999,3235.695259
Radixsort C.,83000000,1,3,0,1494000000,7588.379432
Radixsort B.,83000000,1,3,0,1494000000,94707.903285
Shellsort,83000000,2,1,2308925675,4052892374,1847.199699
Mergesort,83000000,2,1,1112801536,4379564544,2244.992887
Quicksort,83000000,2,1,4282084452,8603307247,7777.745546
Heapsort,83000000,2,1,3938665726,6156998586,7401.958802
Contagem,83000000,2,1,82999999,166000000,568.831971
Balde,83000000,2,1,165999999,332000000,2932.982745
Radixsort C.,83000000,2,1,0,1494000000,9215.629870
Radixsort B.,83000000,2,1,0,1494000000,122350.136958
Shellsort,83000000,2,2,2308925675,4052892374,1858.535478
Mergesort,83000000,2,2,1112801536,4379564544,2211.828764
Quicksort,83000000,2,2,4272311626,8553516796,7856.737423
Heapsort,83000000,2,2,3938665726,6156998586,7078.393020
Contagem,83000000,2,2,82999999,166000000,569.464887
Balde,83000000,2,2,165999999,332000000,3026.653918
Radixsort C.,83000000,2,2,0,1494000000,9188.527271
Radixsort B.,83000000,2,2,0,1494000000,122931.177813
Shellsort,83000000,2,3,2308925675,4052892374,1857.336066
Mergesort,83000000,2,3,1112801536,4379564544,2210.851173
Quicksort,83000000,2,3,4277595601,8635905403,7905.819994
Heapsort,83000000,2,3,3938665726,6156998586,7071.875981
Contagem,83000000,2,3,82999999,166000000,565.620037
Balde,83000000,2,3,165999999,332000000,3054.198204
Radixsort C.,83000000,2,3,0,1494000000,9190.850664
Radixsort B.,83000000,2,3,0,1494000000,121361.788849
Shellsort,83000000,3,1,1967938411,3692187982,2990.858325
Mergesort,83000000,3,1,1226895067,3421423089,2898.889432
Quicksort,83000000,3,1,808663036,1259204785,1593.474909
Heapsort,83000000,3,1,1808886544,2962329813,5002.252626
Contagem,83000000,3,1,82999999,166000001,1581.155883
Balde,83000000,3,1,166004327,332004329,11110.253162
Radixsort C.,83000000,3,1,0,1494000000,7942.738241
Radixsort B.,83000000,3,1,0,1494000000,38059.065157
Shellsort,83000000,3,2,1968216513,3692470910,2893.011386
Mergesort,83000000,3,2,1226960027,3421493611,2885.488051
Quicksort,83000000,3,2,680602565,1085955917,1620.787945
Heapsort,83000000,3,2,1809579216,2963368821,4834.345387
Contagem,83000000,3,2,82999999,166000000,1576.567486
Balde,83000000,3,2,166004302,332004303,11044.827357
Radixsort C.,83000000,3,2,0,1494000000,7912.889980
Radixsort B.,83000000,3,2,0,1494000000,38014.188174
Shellsort,83000000,3,3,1968170773,3692429263,3006.875882
Mergesort,83000000,3,3,1227047064,3421582029,2894.939678
Quicksort,83000000,3,3,797255904,1248076723,1750.062503
Heapsort,83000000,3,3,1810321184,2964481773,4801.468737
Contagem,83000000,3,3,82999999,166000000,1588.840136
Balde,83000000,3,3,166004319,332004320,8178.274130
Radixsort C.,83000000,3,3,0,1494000000,7956.039887
Radixsort B.,83000000,3,3,0,1494000000,38172.035943
Shellsort,84000000,1,1,1728667902,3457335804,1492.690588
Mergesort,84000000,1,1,1091688448,3309470720,1792.082214
Quicksort,84000000,1,1,4269676505,8535529065,7917.429767
Heapsort,84000000,1,1,4246526478,6621789714,6652.088503
Contagem,84000000,1,1,83999999,251999999,549.707454
Balde,84000000,1,1,167999999,419999999,3250.349762
Radixsort C.,84000000,1,1,0,1512000000,7700.375771
Radixsort B.,84000000,1,1,0,1512000000,68177.751993
Shellsort,84000000,1,2,1728667902,3457335804,1498.663901
Mergesort,84000000,1,2,1091688448,3309470720,1784.209525
Quicksort,84000000,1,2,4209255451,8505915300,7826.561318
Heapsort,84000000,1,2,4246526478,6621789714,6827.557072
Contagem,84000000,1,2,83999999,251999999,548.225528
Balde,84000000,1,2,167999999,419999999,3240.205294
Radixsort C.,84000000,1,2,0,1512000000,7687.297622
Radixsort B.,84000000,1,2,0,1512000000,68033.093423
Shellsort,84000000,1,3,1728667902,3457335804,1364.356185
Mergesort,84000000,1,3,1091688448,3309470720,1803.879095
Quicksort,84000000,1,3,4370215573,8725899013,7965.404212
Heapsort,84000000,1,3,4246526478,6621789714,6617.178379
Contagem,84000000,1,3,83999999,251999999,546.027084
Balde,84000000,1,3,167999999,419999999,3299.706258
Radixsort C.,84000000,1,3,0,1512000000,7697.547693
Radixsort B.,84000000,1,3,0,1512000000,68140.725560
Shellsort,84000000,2,1,2347113029,4114521460,1901.716466
Mergesort,84000000,2,1,1126093824,4435564544,2219.106462
Quicksort,84000000,2,1,4455511295,8901971788,8058.522089
Heapsort,84000000,2,1,3990004414,6237006618,7154.610947
Contagem,84000000,2,1,83999999,168000000,566.095248
Balde,84000000,2,1,167999999,336000000,3016.583972
Radixsort C.,84000000,2,1,0,1512000000,9298.131490
Radixsort B.,84000000,2,1,0,1512000000,93206.779727
Shellsort,84000000,2,2,2347113029,4114521460,1906.623068
Mergesort,84000000,2,2,1126093824,4435564544,2218.582710
Quicksort,84000000,2,2,4374700827,8807164086,8210.616202
Heapsort,84000000,2,2,3990004414,6237006618,7157.980447
Contagem,84000000,2,2,83999999,168000000,575.512582
Balde,84000000,2,2,167999999,336000000,3051.543126
Radixsort C.,84000000,2,2,0,1512000000,9310.513166
Radixsort B.,84000000,2,2,0,1512000000,93234.763954
Shellsort,84000000,2,3,2347113029,4114521460,1867.289445
Mergesort,84000000,2,3,1126093824,4435564544,2231.305848
Quicksort,84000000,2,3,4216166421,8499730765,7936.654858
Heapsort,84000000,2,3,3990004414,6237006618,7406.691356
Contagem,84000000,2,3,83999999,168000000,565.982312
Balde,84000000,2,3,167999999,336000000,3005.146083
Radixsort C.,84000000,2,3,0,1512000000,9313.694928
Radixsort B.,84000000,2,3,0,1512000000,93284.822998
Shellsort,84000000,3,1,1993476177,3739976594,3019.848638
Mergesort,84000000,3,1,1243546783,3466072963,2982.816686
Quicksort,84000000,3,1,819691139,1277098034,1631.382411
Heapsort,84000000,3,1,1832131542,3000197310,4893.228032
Contagem,84000000,3,1,83999999,168000000,1597.717795
Balde,84000000,3,1,168004036,336004037,11208.670998
Radixsort C.,84000000,3,1,0,1512000000,7993.975536
Radixsort B.,84000000,3,1,0,1512000000,38472.987439
Shellsort,84000000,3,2,1993621517,3740126107,3036.096116
Mergesort,84000000,3,2,1243553040,3466077710,2955.808305
Quicksort,84000000,3,2,684154954,1079979263,1804.684943
Heapsort,84000000,3,2,1832165100,3000247647,4935.465932
Contagem,84000000,3,2,83999999,168000000,1599.066950
Balde,84000000,3,2,168004230,336004231,11267.969907
Radixsort C.,84000000,3,2,0,1512000000,8049.471011
Radixsort B.,84000000,3,2,0,1512000000,38617.240781
Shellsort,84000000,3,3,1993566110,3740067425,3026.860164
Mergesort,84000000,3,3,1243564381,3466091702,3064.728903
Quicksort,84000000,3,3,694422560,1094190335,1649.994282
Heapsort,84000000,3,3,1832231584,3000347373,4850.733809
Contagem,84000000,3,3,83999999,168000001,1593.520308
Balde,84000000,3,3,168004207,336004209,11319.220750
Radixsort C.,84000000,3,3,0,1512000000,8035.765534
Radixsort B.,84000000,3,3,0,1512000000,38690.141590
Shellsort,85000000,1,1,1750667902,3501335804,1512.890895
Mergesort,85000000,1,1,1103819904,3349602176,1826.138789
Quicksort,85000000,1,1,4185139083,8422442433,8087.158018
Heapsort,85000000,1,1,4300175598,6705263394,6734.708507
Contagem,85000000,1,1,84999999,254999999,555.639699
Balde,85000000,1,1,169999999,424999999,3313.970548
Radixsort C.,85000000,1,1,0,1530000000,7787.499942
Radixsort B.,85000000,1,1,0,1530000000,96228.341542
Shellsort,85000000,1,2,1750667902,3501335804,1520.972834
Mergesort,85000000,1,2,1103819904,3349602176,1835.009254
Quicksort,85000000,1,2,4511732390,9074178220,8099.885836
Heapsort,85000000,1,2,4300175598,6705263394,6723.980502
Contagem,85000000,1,2,84999999,254999999,553.902497
Balde,85000000,1,2,169999999,424999999,3318.916332
Radixsort C.,85000000,1,2,0,1530000000,7802.136845
Radixsort B.,85000000,1,2,0,1530000000,96296.259689
Shellsort,85000000,1,3,1750667902,3501335804,1379.130608
Mergesort,85000000,1,3,1103819904,3349602176,1821.290506
Quicksort,85000000,1,3,4379885079,8755251637,8234.832962
Heapsort,85000000,1,3,4300175598,6705263394,6753.788884
Contagem,85000000,1,3,84999999,254999999,551.358191
Balde,85000000,1,3,169999999,424999999,3305.140174
Radixsort C.,85000000,1,3,0,1530000000,7774.519225
Radixsort B.,85000000,1,3,0,1530000000,97009.710070
Shellsort,85000000,2,1,2400198325,4190334594,1814.670588
Mergesort,85000000,2,1,1141962368,4491564544,2355.661163
Quicksort,85000000,2,1,4453013785,8894757791,8186.446864
Heapsort,85000000,2,1,4039899822,6314849730,7229.382707
Contagem,85000000,2,1,84999999,170000000,573.771958
Balde,85000000,2,1,169999999,340000000,3060.636180
Radixsort C.,85000000,2,1,0,1530000000,9435.599177
Radixsort B.,85000000,2,1,0,1530000000,125166.381731
Shellsort,85000000,2,2,2400198325,4190334594,1903.767612
Mergesort,85000000,2,2,1141962368,4491564544,2274.008762
Quicksort,85000000,2,2,4503371126,8963632324,7893.360165
Heapsort,85000000,2,2,4039899822,6314849730,7511.115539
Contagem,85000000,2,2,84999999,170000000,581.097568
Balde,85000000,2,2,169999999,340000000,3068.355843
Radixsort C.,85000000,2,2,0,1530000000,9437.551006
Radixsort B.,85000000,2,2,0,1530000000,125724.022569
Shellsort,85000000,2,3,2400198325,4190334594,1857.610688
Mergesort,85000000,2,3,1141962368,4491564544,2244.415705
Quicksort,85000000,2,3,4566163639,8930966998,7899.440127
Heapsort,85000000,2,3,4039899822,6314849730,7222.340520
Contagem,85000000,2,3,84999999,170000000,576.650322
Balde,85000000,2,3,169999999,340000000,3051.803361
Radixsort C.,85000000,2,3,0,1530000000,9438.735960
Radixsort B.,85000000,2,3,0,1530000000,126982.578037
Shellsort,85000000,3,1,2018953605,3787685370,3212.719258
Mergesort,85000000,3,1,1257807798,3508352141,3054.974018
Quicksort,85000000,3,1,710341132,1132656308,1634.951802
Heapsort,85000000,3,1,1854015580,3036023367,5033.557182
Contagem,85000000,3,1,84999999,170000000,1610.111483
Balde,85000000,3,1,170004108,340004109,11417.615327
Radixsort C.,85000000,3,1,0,1530000000,8172.200803
Radixsort B.,85000000,3,1,0,1530000000,39089.830662
Shellsort,85000000,3,2,2018849143,3787581197,3053.416731
Mergesort,85000000,3,2,1257861460,3508406644,2955.236921
Quicksort,85000000,3,2,725879596,1169150582,1637.258712
Heapsort,85000000,3,2,1854494790,3036742182,5016.621401
Contagem,85000000,3,2,84999999,170000000,1612.183163
Balde,85000000,3,2,170004031,340004032,8386.567175
Radixsort C.,85000000,3,2,0,1530000000,8154.507088
Radixsort B.,85000000,3,2,0,1530000000,39230.234054
Shellsort,85000000,3,3,2019025820,3787757245,3071.239516
Mergesort,85000000,3,3,1257891972,3508437154,2950.545924
Quicksort,85000000,3,3,699547023,1115129951,1637.819829
Heapsort,85000000,3,3,1854797018,3037195524,5015.686763
Contagem,85000000,3,3,84999999,170000000,1614.757432
Balde,85000000,3,3,170004137,340004138,11407.731792
Radixsort C.,85000000,3,3,0,1530000000,8106.889400
Radixsort B.,85000000,3,3,0,1530000000,39051.256651
Shellsort,86000000,1,1,1772667902,3545335804,1539.095315
Mergesort,86000000,1,1,1116900416,3390682688,1855.986143
Quicksort,86000000,1,1,4360990001,8721818029,8059.990745
Heapsort,86000000,1,1,4353824582,6788736870,6993.740029
Contagem,86000000,1,1,85999999,257999999,560.512008
Balde,86000000,1,1,171999999,429999999,3321.812786
Radixsort C.,86000000,1,1,0,1548000000,7872.476096
Radixsort B.,86000000,1,1,0,1548000000,76133.342791
Shellsort,86000000,1,2,1772667902,3545335804,1541.794532
Mergesort,86000000,1,2,1116900416,3390682688,1859.919903
Quicksort,86000000,1,2,4403788252,8739432046,8187.955471
Heapsort,86000000,1,2,4353824582,6788736870,6846.656026
Contagem,86000000,1,2,85999999,257999999,560.897680
Balde,86000000,1,2,171999999,429999999,3332.824773
Radixsort C.,86000000,1,2,0,1548000000,7871.589442
Radixsort B.,86000000,1,2,0,1548000000,75901.607333
Shellsort,86000000,1,3,1772667902,3545335804,1395.883191
Mergesort,86000000,1,3,1116900416,3390682688,1848.489768
Quicksort,86000000,1,3,4471826129,9037235650,8367.261207
Heapsort,86000000,1,3,4353824582,6788736870,7030.147795
Contagem,86000000,1,3,85999999,257999999,556.671558
Balde,86000000,1,3,171999999,429999999,3321.753838
Radixsort C.,86000000,1,3,0,1548000000,7848.766115
Radixsort B.,86000000,1,3,0,1548000000,75958.642425
Shellsort,86000000,2,1,2402178595,4214419442,1828.478037
Mergesort,86000000,2,1,1156881856,4547564544,2287.764666
Quicksort,86000000,2,1,4326293245,8694688183,8305.014300
Heapsort,86000000,2,1,4090779206,6394168806,7523.060557
Contagem,86000000,2,1,85999999,172000000,600.141416
Balde,86000000,2,1,171999999,344000000,3150.394616
Radixsort C.,86000000,2,1,0,1548000000,9556.779365
Radixsort B.,86000000,2,1,0,1548000000,107002.711781
Shellsort,86000000,2,2,2402178595,4214419442,1946.769523
Mergesort,86000000,2,2,1156881856,4547564544,2279.802927
Quicksort,86000000,2,2,4457836701,8883076877,8012.834999
Heapsort,86000000,2,2,4090779206,6394168806,7335.537317
Contagem,86000000,2,2,85999999,172000000,593.099368
Balde,86000000,2,2,171999999,344000000,3154.472741
Radixsort C.,86000000,2,2,0,1548000000,9544.624818
Radixsort B.,86000000,2,2,0,1548000000,105655.462142
Shellsort,86000000,2,3,2402178595,4214419442,1932.366874
Mergesort,86000000,2,3,1156881856,4547564544,2262.917852
Quicksort,86000000,2,3,4504372480,9048362023,8110.335028
Heapsort,86000000,2,3,4090779206,6394168806,7296.981743
Contagem,86000000,2,3,85999999,172000000,591.235751
Balde,86000000,2,3,171999999,344000000,3167.883971
Radixsort C.,86000000,2,3,0,1548000000,9560.110591
Radixsort B.,86000000,2,3,0,1548000000,105938.285710
Shellsort,86000000,3,1,2044343241,3835308697,2977.390942
Mergesort,86000000,3,1,1272883174,3551444758,3071.754048
Quicksort,86000000,3,1,713874105,1152587295,1664.785886
Heapsort,86000000,3,1,1875691852,3071537775,5034.490003
Contagem,86000000,3,1,85999999,172000001,1623.681117
Balde,86000000,3,1,172003899,344003901,11683.814475
Radixsort C.,86000000,3,1,0,1548000000,8244.158104
Radixsort B.,86000000,3,1,0,1548000000,39523.693646
Shellsort,86000000,3,2,2044064205,3835046232,3002.818639
Mergesort,86000000,3,2,1272938507,3551503508,3046.474140
Quicksort,86000000,3,2,740069204,1173455797,1671.320106
Heapsort,86000000,3,2,1876251164,3072376743,4994.994134
Contagem,86000000,3,2,85999999,172000001,1625.018189
Balde,86000000,3,2,172003946,344003948,11531.341394
Radixsort C.,86000000,3,2,0,1548000000,8234.258855
Radixsort B.,86000000,3,2,0,1548000000,39836.451941
Shellsort,86000000,3,3,2044118210,3835098468,3180.799526
Mergesort,86000000,3,3,1273007435,3551572567,3097.409294
Quicksort,86000000,3,3,844036166,1324600126,1655.697930
Heapsort,86000000,3,3,1876794390,3073191582,5021.835870
Contagem,86000000,3,3,85999999,172000000,1624.589563
Balde,86000000,3,3,172003921,344003922,8503.073477
Radixsort C.,86000000,3,3,0,1548000000,8198.037640
Radixsort B.,86000000,3,3,0,1548000000,39438.849564
Shellsort,87000000,1,1,1794667902,3589335804,1556.842949
Mergesort,87000000,1,1,1129869376,3431651648,1880.439462
Quicksort,87000000,1,1,4487376944,8980228224,8157.289138
Heapsort,87000000,1,1,4407473446,6872210166,6896.995978
Contagem,87000000,1,1,86999999,260999999,565.698959
Balde,87000000,1,1,173999999,434999999,3378.134502
Radixsort C.,87000000,1,1,0,1566000000,7959.589652
Radixsort B.,87000000,1,1,0,1566000000,97510.938117
Shellsort,87000000,1,2,1794667902,3589335804,1554.004394
Mergesort,87000000,1,2,1129869376,3431651648,1884.537353
Quicksort,87000000,1,2,4489974641,8992123823,8389.024318
Heapsort,87000000,1,2,4407473446,6872210166,6900.537501
Contagem,87000000,1,2,86999999,260999999,571.363776
Balde,87000000,1,2,173999999,434999999,3387.466489
Radixsort C.,87000000,1,2,0,1566000000,7977.511544
Radixsort B.,87000000,1,2,0,1566000000,97351.155280
Shellsort,87000000,1,3,1794667902,3589335804,1552.261255
Mergesort,87000000,1,3,1129869376,3431651648,1883.073516
Quicksort,87000000,1,3,4497122979,8931461993,8371.557102
Heapsort,87000000,1,3,4407473446,6872210166,6897.167653
Contagem,87000000,1,3,86999999,260999999,566.478476
Balde,87000000,1,3,173999999,434999999,3375.016018
Radixsort C.,87000000,1,3,0,1566000000,7986.302458
Radixsort B.,87000000,1,3,0,1566000000,97451.295511
Shellsort,87000000,2,1,2421381139,4256634976,1958.033084
Mergesort,87000000,2,1,1171912896,4603564544,2307.930470
