algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo_ms
Bolha c/ F.,3000,3,3,4492395,6736902,5.693915
Coquetel,3000,3,3,3431970,6736902,5.251845
Selecao,3000,3,3,4498500,8964,2.182119
Insercao,3000,3,3,2248630,2251632,1.068758
Shellsort,3000,3,3,47350,72805,0.154821
Mergesort,3000,3,3,30877,67510,0.137748
Quicksort,3000,3,3,60501,122982,0.208953
Heapsort,3000,3,3,57982,95970,0.175760
Contagem,3000,3,3,2999,6010,0.021511
Balde,3000,3,3,6128,12139,0.119644
Radixsort C.,3000,3,3,0,54000,0.201749
Radixsort B.,3000,3,3,0,54000,0.383550
Bolha,3500,1,1,6123250,0,2.890810
Bolha c/ F.,3500,1,1,3499,0,0.001553
Coquetel,3500,1,1,3499,0,0.002374
Selecao,3500,1,1,6123250,0,2.633838
Insercao,3500,1,1,3499,6998,0.002184
Shellsort,3500,1,1,28521,57042,0.020569
Mergesort,3500,1,1,20064,61468,0.036820
Quicksort,3500,1,1,73964,152940,0.190107
Heapsort,3500,1,1,74398,122094,0.149020
Contagem,3500,1,1,3499,10499,0.007254
Balde,3500,1,1,6999,17499,0.093095
Radixsort C.,3500,1,1,0,63000,0.225824
Radixsort B.,3500,1,1,0,63000,0.431650
Bolha,3500,1,2,6123250,0,2.897913
Bolha c/ F.,3500,1,2,3499,0,0.001563
Coquetel,3500,1,2,3499,0,0.002385
Selecao,3500,1,2,6123250,0,2.629990
Insercao,3500,1,2,3499,6998,0.002185
Shellsort,3500,1,2,28521,57042,0.020578
Mergesort,3500,1,2,20064,61468,0.035837
Quicksort,3500,1,2,73964,152940,0.192651
Heapsort,3500,1,2,74398,122094,0.149892
Contagem,3500,1,2,3499,10499,0.007273
Balde,3500,1,2,6999,17499,0.089488
Radixsort C.,3500,1,2,0,63000,0.228880
Radixsort B.,3500,1,2,0,63000,0.429076
Bolha,3500,1,3,6123250,0,2.897341
Bolha c/ F.,3500,1,3,3499,0,0.001563
Coquetel,3500,1,3,3499,0,0.002395
Selecao,3500,1,3,6123250,0,2.620672
Insercao,3500,1,3,3499,6998,0.002184
Shellsort,3500,1,3,28521,57042,0.020579
Mergesort,3500,1,3,20064,61468,0.036078
Quicksort,3500,1,3,73964,152940,0.187372
Heapsort,3500,1,3,74398,122094,0.155522
Contagem,3500,1,3,3499,10499,0.007233
Balde,3500,1,3,6999,17499,0.089028
Radixsort C.,3500,1,3,0,63000,0.225824
Radixsort B.,3500,1,3,0,63000,0.428185
Bolha,3500,2,1,6123250,18369750,10.333250
Bolha c/ F.,3500,2,1,6123250,18369750,10.204428
Coquetel,3500,2,1,6123250,18369750,10.658491
Selecao,3500,2,1,6123250,5250,3.061420
Insercao,3500,2,1,6123250,6130248,2.886883
Shellsort,3500,2,1,40844,72350,0.037200
Mergesort,3500,2,1,21340,82808,0.045235
Quicksort,3500,2,1,75338,150023,0.181430
Heapsort,3500,2,1,64302,106950,0.152807
Contagem,3500,2,1,3499,7000,0.007263
Balde,3500,2,1,6999,14000,0.072716
Radixsort C.,3500,2,1,0,63000,0.416823
Radixsort B.,3500,2,1,0,63000,0.550063
Bolha,3500,2,2,6123250,18369750,10.334852
Bolha c/ F.,3500,2,2,6123250,18369750,10.356733
Coquetel,3500,2,2,6123250,18369750,10.261635
Selecao,3500,2,2,6123250,5250,3.183159
Insercao,3500,2,2,6123250,6130248,2.880751
Shellsort,3500,2,2,40844,72350,0.037059
Mergesort,3500,2,2,21340,82808,0.044674
Quicksort,3500,2,2,75338,150023,0.182473
Heapsort,3500,2,2,64302,106950,0.156163
Contagem,3500,2,2,3499,7000,0.007264
Balde,3500,2,2,6999,14000,0.079690
Radixsort C.,3500,2,2,0,63000,0.225113
Radixsort B.,3500,2,2,0,63000,0.431480
Bolha,3500,2,3,6123250,18369750,10.245545
Bolha c/ F.,3500,2,3,6123250,18369750,10.204799
Coquetel,3500,2,3,6123250,18369750,10.262847
Selecao,3500,2,3,6123250,5250,3.115783
Insercao,3500,2,3,6123250,6130248,2.883276
Shellsort,3500,2,3,40844,72350,0.037099
Mergesort,3500,2,3,21340,82808,0.044634
Quicksort,3500,2,3,75338,150023,0.185899
Heapsort,3500,2,3,64302,106950,0.153137
Contagem,3500,2,3,3499,7000,0.007274
Balde,3500,2,3,6999,14000,0.075041
Radixsort C.,3500,2,3,0,63000,0.227928
Radixsort B.,3500,2,3,0,63000,0.443413
Bolha,3500,3,1,6123250,9119097,8.269423
Bolha c/ F.,3500,3,1,6122260,9119097,7.600206
Coquetel,3500,3,1,4564755,9119097,7.131616
Selecao,3500,3,1,6123250,10476,2.940103
Insercao,3500,3,1,3043189,3046697,1.525706
Shellsort,3500,3,1,56484,86789,0.184366
Mergesort,3500,3,1,36896,80259,0.169689
Quicksort,3500,3,1,75074,149235,0.241634
Heapsort,3500,3,1,69402,114600,0.215104
Contagem,3500,3,1,3499,7007,0.080411
Balde,3500,3,1,7162,14170,0.139622
Radixsort C.,3500,3,1,0,63000,0.235703
Radixsort B.,3500,3,1,0,63000,0.429827
Bolha,3500,3,2,6123250,9119097,8.257210
Bolha c/ F.,3500,3,2,6122260,9119097,7.796585
Coquetel,3500,3,2,4564755,9119097,7.137106
Selecao,3500,3,2,6123250,10476,2.953518
Insercao,3500,3,2,3043189,3046697,1.447128
Shellsort,3500,3,2,56484,86789,0.183865
Mergesort,3500,3,2,36896,80259,0.163648
Quicksort,3500,3,2,75074,149235,0.248427
Heapsort,3500,3,2,69402,114600,0.213542
Contagem,3500,3,2,3499,7007,0.072366
Balde,3500,3,2,7162,14170,0.148008
Radixsort C.,3500,3,2,0,63000,0.235673
Radixsort B.,3500,3,2,0,63000,0.429176
Bolha,3500,3,3,6123250,9119097,8.261739
Bolha c/ F.,3500,3,3,6122260,9119097,7.856928
Coquetel,3500,3,3,4564755,9119097,7.229780
Selecao,3500,3,3,6123250,10476,2.936967
Insercao,3500,3,3,3043189,3046697,1.444643
Shellsort,3500,3,3,56484,86789,0.184196
Mergesort,3500,3,3,36896,80259,0.164820
Quicksort,3500,3,3,75074,149235,0.242696
Heapsort,3500,3,3,69402,114600,0.209253
Contagem,3500,3,3,3499,7007,0.071535
Balde,3500,3,3,7162,14170,0.138811
Radixsort C.,3500,3,3,0,63000,0.235693
Radixsort B.,3500,3,3,0,63000,0.429998
Bolha,4000,1,1,7998000,0,4.021403
Bolha c/ F.,4000,1,1,3999,0,0.001683
Coquetel,4000,1,1,3999,0,0.002655
Selecao,4000,1,1,7998000,0,3.414624
Insercao,4000,1,1,3999,7998,0.002415
Shellsort,4000,1,1,33083,66166,0.023784
Mergesort,4000,1,1,23728,71632,0.040496
Quicksort,4000,1,1,83641,166003,0.204314
Heapsort,4000,1,1,86286,141426,0.177544
Contagem,4000,1,1,3999,11999,0.008206
Balde,4000,1,1,7999,19999,0.111299
Radixsort C.,4000,1,1,0,72000,0.258346
Radixsort B.,4000,1,1,0,72000,0.469202
Bolha,4000,1,2,7998000,0,3.773538
Bolha c/ F.,4000,1,2,3999,0,0.001713
Coquetel,4000,1,2,3999,0,0.002634
Selecao,4000,1,2,7998000,0,3.424272
Insercao,4000,1,2,3999,7998,0.002415
Shellsort,4000,1,2,33083,66166,0.023775
Mergesort,4000,1,2,23728,71632,0.039594
Quicksort,4000,1,2,83641,166003,0.205205
Heapsort,4000,1,2,86286,141426,0.174237
Contagem,4000,1,2,3999,11999,0.008185
Balde,4000,1,2,7999,19999,0.105418
Radixsort C.,4000,1,2,0,72000,0.258325
Radixsort B.,4000,1,2,0,72000,0.471245
Bolha,4000,1,3,7998000,0,3.809306
Bolha c/ F.,4000,1,3,3999,0,0.001703
Coquetel,4000,1,3,3999,0,0.002645
Selecao,4000,1,3,7998000,0,3.411377
Insercao,4000,1,3,3999,7998,0.002414
Shellsort,4000,1,3,33083,66166,0.023775
Mergesort,4000,1,3,23728,71632,0.043261
Quicksort,4000,1,3,83641,166003,0.205256
Heapsort,4000,1,3,86286,141426,0.174277
Contagem,4000,1,3,3999,11999,0.008195
Balde,4000,1,3,7999,19999,0.104596
Radixsort C.,4000,1,3,0,72000,0.260209
Radixsort B.,4000,1,3,0,72000,0.471676
Bolha,4000,2,1,7998000,23994000,13.553058
Bolha c/ F.,4000,2,1,7998000,23994000,13.527290
Coquetel,4000,2,1,7998000,23994000,13.425859
Selecao,4000,2,1,7998000,6000,4.348147
Insercao,4000,2,1,7998000,8005998,3.777916
Shellsort,4000,2,1,46975,82552,0.045887
Mergesort,4000,2,1,24176,95808,0.050394
Quicksort,4000,2,1,87600,171973,0.214844
Heapsort,4000,2,1,74874,124308,0.176873
Contagem,4000,2,1,3999,8000,0.008185
Balde,4000,2,1,7999,16000,0.086162
Radixsort C.,4000,2,1,0,72000,0.260429
Radixsort B.,4000,2,1,0,72000,0.471997
Bolha,4000,2,2,7998000,23994000,13.506250
Bolha c/ F.,4000,2,2,7998000,23994000,13.310712
Coquetel,4000,2,2,7998000,23994000,13.425649
Selecao,4000,2,2,7998000,6000,3.933538
Insercao,4000,2,2,7998000,8005998,3.783767
Shellsort,4000,2,2,46975,82552,0.039304
Mergesort,4000,2,2,24176,95808,0.053240
Quicksort,4000,2,2,87600,171973,0.215394
Heapsort,4000,2,2,74874,124308,0.178676
Contagem,4000,2,2,3999,8000,0.008236
Balde,4000,2,2,7999,16000,0.086322
Radixsort C.,4000,2,2,0,72000,0.257654
Radixsort B.,4000,2,2,0,72000,0.470384
Bolha,4000,2,3,7998000,23994000,13.522120
Bolha c/ F.,4000,2,3,7998000,23994000,13.490310
Coquetel,4000,2,3,7998000,23994000,13.414688
Selecao,4000,2,3,7998000,6000,3.974015
Insercao,4000,2,3,7998000,8005998,3.787074
Shellsort,4000,2,3,46975,82552,0.044062
Mergesort,4000,2,3,24176,95808,0.049363
Quicksort,4000,2,3,87600,171973,0.214843
Heapsort,4000,2,3,74874,124308,0.174758
Contagem,4000,2,3,3999,8000,0.008226
Balde,4000,2,3,7999,16000,0.090761
Radixsort C.,4000,2,3,0,72000,0.257684
Radixsort B.,4000,2,3,0,72000,0.474512
Bolha,4000,3,1,7998000,11954616,10.931904
Bolha c/ F.,4000,3,1,7994084,11954616,10.320215
Coquetel,4000,3,1,6006990,11954616,9.487531
Selecao,4000,3,1,7998000,11952,3.850963
Insercao,4000,3,1,3988866,3992870,1.981963
Shellsort,4000,3,1,65977,100951,0.214052
Mergesort,4000,3,1,42861,93212,0.211437
Quicksort,4000,3,1,89388,176929,0.292320
Heapsort,4000,3,1,80538,132804,0.254778
Contagem,4000,3,1,3999,8008,0.082024
Balde,4000,3,1,8197,16206,0.156825
Radixsort C.,4000,3,1,0,72000,0.270448
Radixsort B.,4000,3,1,0,72000,0.493036
Bolha,4000,3,2,7998000,11954616,10.923518
Bolha c/ F.,4000,3,2,7994084,11954616,10.095243
Coquetel,4000,3,2,6006990,11954616,9.582880
Selecao,4000,3,2,7998000,11952,3.840033
Insercao,4000,3,2,3988866,3992870,1.890130
Shellsort,4000,3,2,65977,100951,0.216867
Mergesort,4000,3,2,42861,93212,0.191529
Quicksort,4000,3,2,89388,176929,0.287039
Heapsort,4000,3,2,80538,132804,0.249619
Contagem,4000,3,2,3999,8008,0.082856
Balde,4000,3,2,8197,16206,0.158027
Radixsort C.,4000,3,2,0,72000,0.270458
Radixsort B.,4000,3,2,0,72000,0.500290
Bolha,4000,3,3,7998000,11954616,10.909152
Bolha c/ F.,4000,3,3,7994084,11954616,10.268619
Coquetel,4000,3,3,6006990,11954616,9.625731
Selecao,4000,3,3,7998000,11952,3.886200
Insercao,4000,3,3,3988866,3992870,1.989717
Shellsort,4000,3,3,65977,100951,0.216656
Mergesort,4000,3,3,42861,93212,0.192983
Quicksort,4000,3,3,89388,176929,0.291237
Heapsort,4000,3,3,80538,132804,0.248277
Contagem,4000,3,3,3999,8008,0.083787
Balde,4000,3,3,8197,16206,0.162425
Radixsort C.,4000,3,3,0,72000,0.274115
Radixsort B.,4000,3,3,0,72000,0.493246
Bolha,4500,1,1,10122750,0,4.765942
Bolha c/ F.,4500,1,1,4499,0,0.002665
Coquetel,4500,1,1,4499,0,0.002926
Selecao,4500,1,1,10122750,0,4.481227
Insercao,4500,1,1,4499,8998,0.002645
Shellsort,4500,1,1,38083,76166,0.028614
Mergesort,4500,1,1,26660,81468,0.046948
Quicksort,4500,1,1,96448,192675,0.236324
Heapsort,4500,1,1,98966,161946,0.199525
Contagem,4500,1,1,4499,13499,0.009187
Balde,4500,1,1,8999,22499,0.114234
Radixsort C.,4500,1,1,0,81000,0.291247
Radixsort B.,4500,1,1,0,81000,0.551886
Bolha,4500,1,2,10122750,0,5.053332
Bolha c/ F.,4500,1,2,4499,0,0.001833
Coquetel,4500,1,2,4499,0,0.002925
Selecao,4500,1,2,10122750,0,4.307601
Insercao,4500,1,2,4499,8998,0.002645
Shellsort,4500,1,2,38083,76166,0.027261
Mergesort,4500,1,2,26660,81468,0.047158
Quicksort,4500,1,2,96448,192675,0.231825
Heapsort,4500,1,2,98966,161946,0.201118
Contagem,4500,1,2,4499,13499,0.009147
Balde,4500,1,2,8999,22499,0.114265
Radixsort C.,4500,1,2,0,81000,0.291307
Radixsort B.,4500,1,2,0,81000,0.553660
Bolha,4500,1,3,10122750,0,4.774658
Bolha c/ F.,4500,1,3,4499,0,0.001843
Coquetel,4500,1,3,4499,0,0.002936
Selecao,4500,1,3,10122750,0,4.334772
Insercao,4500,1,3,4499,8998,0.002645
Shellsort,4500,1,3,38083,76166,0.027252
Mergesort,4500,1,3,26660,81468,0.047279
Quicksort,4500,1,3,96448,192675,0.235282
Heapsort,4500,1,3,98966,161946,0.197120
Contagem,4500,1,3,4499,13499,0.009137
Balde,4500,1,3,8999,22499,0.115357
Radixsort C.,4500,1,3,0,81000,0.294142
Radixsort B.,4500,1,3,0,81000,0.549833
Bolha,4500,2,1,10122750,30368250,17.100231
Bolha c/ F.,4500,2,1,10122750,30368250,16.920073
Coquetel,4500,2,1,10122750,30368250,16.963243
Selecao,4500,2,1,10122750,6750,4.824372
Insercao,4500,2,1,10122750,10131748,4.774528
Shellsort,4500,2,1,53205,93792,0.045756
Mergesort,4500,2,1,28148,109616,0.058550
Quicksort,4500,2,1,92267,189101,0.242275
Heapsort,4500,2,1,85618,141924,0.198452
Contagem,4500,2,1,4499,9000,0.009167
Balde,4500,2,1,8999,18000,0.100749
Radixsort C.,4500,2,1,0,81000,0.290426
Radixsort B.,4500,2,1,0,81000,0.548370
Bolha,4500,2,2,10122750,30368250,17.106452
Bolha c/ F.,4500,2,2,10122750,30368250,17.081716
Coquetel,4500,2,2,10122750,30368250,16.947394
Selecao,4500,2,2,10122750,6750,4.955348
Insercao,4500,2,2,10122750,10131748,4.758468
Shellsort,4500,2,2,53205,93792,0.045666
Mergesort,4500,2,2,28148,109616,0.057628
Quicksort,4500,2,2,97913,192614,0.233579
Heapsort,4500,2,2,85618,141924,0.215535
Contagem,4500,2,2,4499,9000,0.009949
Balde,4500,2,2,8999,18000,0.092444
Radixsort C.,4500,2,2,0,81000,0.293351
Radixsort B.,4500,2,2,0,81000,0.562697
Bolha,4500,2,3,10122750,30368250,17.040759
Bolha c/ F.,4500,2,3,10122750,30368250,16.886129
Coquetel,4500,2,3,10122750,30368250,16.989643
Selecao,4500,2,3,10122750,6750,5.271332
Insercao,4500,2,3,10122750,10131748,4.779949
Shellsort,4500,2,3,53205,93792,0.048411
Mergesort,4500,2,3,28148,109616,0.056376
Quicksort,4500,2,3,97913,192614,0.237005
Heapsort,4500,2,3,85618,141924,0.200907
Contagem,4500,2,3,4499,9000,0.009177
Balde,4500,2,3,8999,18000,0.096571
Radixsort C.,4500,2,3,0,81000,0.290406
Radixsort B.,4500,2,3,0,81000,0.550374
Bolha,4500,3,1,10122750,15428199,13.933592
Bolha c/ F.,4500,3,1,10120605,15428199,12.926361
Coquetel,4500,3,1,7795347,15428199,12.441049
Selecao,4500,3,1,10122750,13482,4.859388
Insercao,4500,3,1,5147221,5151731,2.436667
Shellsort,4500,3,1,75708,115899,0.247515
Mergesort,4500,3,1,48906,106342,0.218501
Quicksort,4500,3,1,96769,193542,0.340810
Heapsort,4500,3,1,92204,151803,0.277181
Contagem,4500,3,1,4499,9004,0.092494
Balde,4500,3,1,9182,18187,0.178486
Radixsort C.,4500,3,1,0,81000,0.309822
Radixsort B.,4500,3,1,0,81000,0.558639
Bolha,4500,3,2,10122750,15428199,14.008274
Bolha c/ F.,4500,3,2,10120605,15428199,12.893809
Coquetel,4500,3,2,7795347,15428199,12.458812
Selecao,4500,3,2,10122750,13482,4.791871
Insercao,4500,3,2,5147221,5151731,2.432870
Shellsort,4500,3,2,75708,115899,0.242586
Mergesort,4500,3,2,48906,106342,0.217107
Quicksort,4500,3,2,96769,193542,0.331292
Heapsort,4500,3,2,92204,151803,0.281218
Contagem,4500,3,2,4499,9004,0.091753
Balde,4500,3,2,9182,18187,0.179257
Radixsort C.,4500,3,2,0,81000,0.309811
Radixsort B.,4500,3,2,0,81000,0.559942
Bolha,4500,3,3,10122750,15428199,13.918875
Bolha c/ F.,4500,3,3,10120605,15428199,13.015959
Coquetel,4500,3,3,7795347,15428199,12.494750
Selecao,4500,3,3,10122750,13482,4.844610
Insercao,4500,3,3,5147221,5151731,2.429484
Shellsort,4500,3,3,75708,115899,0.250030
Mergesort,4500,3,3,48906,106342,0.217889
Quicksort,4500,3,3,96769,193542,0.327264
Heapsort,4500,3,3,92204,151803,0.277922
Contagem,4500,3,3,4499,9004,0.104777
Balde,4500,3,3,9182,18187,0.178305
Radixsort C.,4500,3,3,0,81000,0.327956
Radixsort B.,4500,3,3,0,81000,0.741172
Bolha,5000,1,1,12497500,0,5.894622
Bolha c/ F.,5000,1,1,4999,0,0.001974
Coquetel,5000,1,1,4999,0,0.003196
Selecao,5000,1,1,12497500,0,5.775769
Insercao,5000,1,1,4999,9998,0.002885
Shellsort,5000,1,1,43083,86166,0.030748
Mergesort,5000,1,1,29804,91612,0.052579
Quicksort,5000,1,1,107840,218289,0.268354
Heapsort,5000,1,1,111866,182796,0.220404
Contagem,5000,1,1,4999,14999,0.010239
Balde,5000,1,1,9999,24999,0.130425
Radixsort C.,5000,1,1,0,90000,0.324921
Radixsort B.,5000,1,1,0,90000,0.617049
Bolha,5000,1,2,12497500,0,6.167074
Bolha c/ F.,5000,1,2,4999,0,0.001953
Coquetel,5000,1,2,4999,0,0.003166
Selecao,5000,1,2,12497500,0,5.327728
Insercao,5000,1,2,4999,9998,0.003457
Shellsort,5000,1,2,43083,86166,0.030747
Mergesort,5000,1,2,29804,91612,0.052138
Quicksort,5000,1,2,107840,218289,0.259798
Heapsort,5000,1,2,111866,182796,0.223300
Contagem,5000,1,2,4999,14999,0.010249
Balde,5000,1,2,9999,24999,0.128041
Radixsort C.,5000,1,2,0,90000,0.331262
Radixsort B.,5000,1,2,0,90000,0.616438
Bolha,5000,1,3,12497500,0,5.882870
Bolha c/ F.,5000,1,3,4999,0,0.002004
Coquetel,5000,1,3,4999,0,0.003166
Selecao,5000,1,3,12497500,0,5.315724
Insercao,5000,1,3,4999,9998,0.002875
Shellsort,5000,1,3,43083,86166,0.030757
Mergesort,5000,1,3,29804,91612,0.054773
Quicksort,5000,1,3,107840,218289,0.262012
Heapsort,5000,1,3,111866,182796,0.222568
Contagem,5000,1,3,4999,14999,0.010220
Balde,5000,1,3,9999,24999,0.126809
Radixsort C.,5000,1,3,0,90000,0.328066
Radixsort B.,5000,1,3,0,90000,0.633059
Bolha,5000,2,1,12497500,37492500,21.071260
Bolha c/ F.,5000,2,1,12497500,37492500,21.042095
Coquetel,5000,2,1,12497500,37492500,22.185232
Selecao,5000,2,1,12497500,7500,6.047891
Insercao,5000,2,1,12497500,12507498,5.911284
Shellsort,5000,2,1,59848,105208,0.051256
Mergesort,5000,2,1,32004,123616,0.064391
Quicksort,5000,2,1,106263,214097,0.279795
Heapsort,5000,2,1,96874,160308,0.230152
Contagem,5000,2,1,4999,10000,0.010069
Balde,5000,2,1,9999,20000,0.107662
Radixsort C.,5000,2,1,0,90000,0.323587
Radixsort B.,5000,2,1,0,90000,0.609615
Bolha,5000,2,2,12497500,37492500,21.100214
Bolha c/ F.,5000,2,2,12497500,37492500,21.070117
Coquetel,5000,2,2,12497500,37492500,20.929273
Selecao,5000,2,2,12497500,7500,6.112572
Insercao,5000,2,2,12497500,12507498,5.872881
Shellsort,5000,2,2,59848,105208,0.052458
Mergesort,5000,2,2,32004,123616,0.068098
Quicksort,5000,2,2,106263,214097,0.276219
Heapsort,5000,2,2,96874,160308,0.241284
Contagem,5000,2,2,4999,10000,0.010109
Balde,5000,2,2,9999,20000,0.107051
Radixsort C.,5000,2,2,0,90000,0.596380
Radixsort B.,5000,2,2,0,90000,0.613903
Bolha,5000,2,3,12497500,37492500,21.032918
Bolha c/ F.,5000,2,3,12497500,37492500,20.927300
Coquetel,5000,2,3,12497500,37492500,20.943660
Selecao,5000,2,3,12497500,7500,6.185168
Insercao,5000,2,3,12497500,12507498,5.872621
Shellsort,5000,2,3,59848,105208,0.051046
Mergesort,5000,2,3,32004,123616,0.065623
Quicksort,5000,2,3,108693,211749,0.272622
Heapsort,5000,2,3,96874,160308,0.226426
Contagem,5000,2,3,4999,10000,0.010089
Balde,5000,2,3,9999,20000,0.113864
Radixsort C.,5000,2,3,0,90000,0.323608
Radixsort B.,5000,2,3,0,90000,0.610587
Bolha,5000,3,1,12497500,18688134,17.249190
Bolha c/ F.,5000,3,1,12496759,18688134,16.101384
Coquetel,5000,3,1,9450754,18688134,15.397863
Selecao,5000,3,1,12497500,14976,5.919810
Insercao,5000,3,1,6234369,6239376,2.937588
Shellsort,5000,3,1,86705,132093,0.280998
Mergesort,5000,3,1,55251,119835,0.244208
Quicksort,5000,3,1,112862,230129,0.360968
Heapsort,5000,3,1,104158,171234,0.313319
Contagem,5000,3,1,4999,10006,0.099527
Balde,5000,3,1,10187,20194,0.197051
Radixsort C.,5000,3,1,0,90000,0.343355
Radixsort B.,5000,3,1,0,90000,0.619524
Bolha,5000,3,2,12497500,18688134,17.181784
Bolha c/ F.,5000,3,2,12496759,18688134,15.962674
Coquetel,5000,3,2,9450754,18688134,15.327220
Selecao,5000,3,2,12497500,14976,5.960676
Insercao,5000,3,2,6234369,6239376,2.944511
Shellsort,5000,3,2,86705,132093,0.280778
Mergesort,5000,3,2,55251,119835,0.248827
Quicksort,5000,3,2,112862,230129,0.356480
Heapsort,5000,3,2,104158,171234,0.313319
Contagem,5000,3,2,4999,10006,0.101090
Balde,5000,3,2,10187,20194,0.201088
Radixsort C.,5000,3,2,0,90000,0.339618
Radixsort B.,5000,3,2,0,90000,0.620225
Bolha,5000,3,3,12497500,18688134,17.281592
Bolha c/ F.,5000,3,3,12496759,18688134,16.019270
Coquetel,5000,3,3,9450754,18688134,15.291363
Selecao,5000,3,3,12497500,14976,5.876368
Insercao,5000,3,3,6234369,6239376,2.954579
Shellsort,5000,3,3,86705,132093,0.276760
Mergesort,5000,3,3,55251,119835,0.247174
Quicksort,5000,3,3,112862,230129,0.360728
Heapsort,5000,3,3,104158,171234,0.318328
Contagem,5000,3,3,4999,10006,0.099487
Balde,5000,3,3,10187,20194,0.202531
Radixsort C.,5000,3,3,0,90000,0.339748
Radixsort B.,5000,3,3,0,90000,0.618202
Bolha,5500,1,1,15122250,0,7.098033
Bolha c/ F.,5500,1,1,5499,0,0.002124
Coquetel,5500,1,1,5499,0,0.003436
Selecao,5500,1,1,15122250,0,6.426351
Insercao,5500,1,1,5499,10998,0.003106
Shellsort,5500,1,1,48083,96166,0.034244
Mergesort,5500,1,1,33052,101860,0.058260
Quicksort,5500,1,1,118311,240390,0.324710
Heapsort,5500,1,1,124770,203652,0.253696
Contagem,5500,1,1,5499,16499,0.011020
Balde,5500,1,1,10999,27499,0.102313
Radixsort C.,5500,1,1,0,99000,0.366158
Radixsort B.,5500,1,1,0,99000,0.680458
Bolha,5500,1,2,15122250,0,7.294652
Bolha c/ F.,5500,1,2,5499,0,0.002124
Coquetel,5500,1,2,5499,0,0.003427
Selecao,5500,1,2,15122250,0,6.443033
Insercao,5500,1,2,5499,10998,0.003106
Shellsort,5500,1,2,48083,96166,0.034254
Mergesort,5500,1,2,33052,101860,0.060704
Quicksort,5500,1,2,118311,240390,0.323418
Heapsort,5500,1,2,124770,203652,0.245521
Contagem,5500,1,2,5499,16499,0.011010
Balde,5500,1,2,10999,27499,0.101892
Radixsort C.,5500,1,2,0,99000,0.365927
Radixsort B.,5500,1,2,0,99000,0.679166
Bolha,5500,1,3,15122250,0,7.129162
Bolha c/ F.,5500,1,3,5499,0,0.002114
Coquetel,5500,1,3,5499,0,0.003446
Selecao,5500,1,3,15122250,0,6.440708
Insercao,5500,1,3,5499,10998,0.003116
Shellsort,5500,1,3,48083,96166,0.034264
Mergesort,5500,1,3,33052,101860,0.056797
Quicksort,5500,1,3,118311,240390,0.323788
Heapsort,5500,1,3,124770,203652,0.243517
Contagem,5500,1,3,5499,16499,0.011051
Balde,5500,1,3,10999,27499,0.103174
Radixsort C.,5500,1,3,0,99000,0.365797
Radixsort B.,5500,1,3,0,99000,0.679406
Bolha,5500,2,1,15122250,45366750,25.467227
Bolha c/ F.,5500,2,1,15122250,45366750,25.390423
Coquetel,5500,2,1,15122250,45366750,25.337163
Selecao,5500,2,1,15122250,8250,6.996422
Insercao,5500,2,1,15122250,15133248,7.110876
Shellsort,5500,2,1,67797,118700,0.060985
Mergesort,5500,2,1,35756,137616,0.071524
Quicksort,5500,2,1,134838,255962,0.305745
Heapsort,5500,2,1,108082,178620,0.245281
Contagem,5500,2,1,5499,11000,0.011041
Balde,5500,2,1,10999,22000,0.113554
Radixsort C.,5500,2,1,0,99000,0.361379
Radixsort B.,5500,2,1,0,99000,0.674927
Bolha,5500,2,2,15122250,45366750,25.510709
Bolha c/ F.,5500,2,2,15122250,45366750,25.300974
Coquetel,5500,2,2,15122250,45366750,25.336302
Selecao,5500,2,2,15122250,8250,7.148928
Insercao,5500,2,2,15122250,15133248,7.113392
Shellsort,5500,2,2,67797,118700,0.060072
Mergesort,5500,2,2,35756,137616,0.073729
Quicksort,5500,2,2,134838,255962,0.308719
Heapsort,5500,2,2,108082,178620,0.251092
Contagem,5500,2,2,5499,11000,0.011061
Balde,5500,2,2,10999,22000,0.109716
Radixsort C.,5500,2,2,0,99000,0.361118
Radixsort B.,5500,2,2,0,99000,0.674026
Bolha,5500,2,3,15122250,45366750,25.530757
Bolha c/ F.,5500,2,3,15122250,45366750,25.461977
Coquetel,5500,2,3,15122250,45366750,25.336692
Selecao,5500,2,3,15122250,8250,7.326752
Insercao,5500,2,3,15122250,15133248,7.115937
Shellsort,5500,2,3,67797,118700,0.061386
Mergesort,5500,2,3,35756,137616,0.070783
Quicksort,5500,2,3,130585,255114,0.294233
Heapsort,5500,2,3,108082,178620,0.248216
Contagem,5500,2,3,5499,11000,0.011081
Balde,5500,2,3,10999,22000,0.114566
Radixsort C.,5500,2,3,0,99000,0.370225
Radixsort B.,5500,2,3,0,99000,0.673986
Bolha,5500,3,1,15122250,22680084,21.309017
Bolha c/ F.,5500,3,1,15109689,22680084,19.629371
Coquetel,5500,3,1,11358854,22680084,18.822206
Selecao,5500,3,1,15122250,16485,7.201918
Insercao,5500,3,1,7565517,7571026,3.580816
Shellsort,5500,3,1,96219,146803,0.313138
Mergesort,5500,3,1,61425,133202,0.273394
Quicksort,5500,3,1,126598,261331,0.408687
Heapsort,5500,3,1,116168,190749,0.347623
