algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo
Introsort,25000,2,2,443817,199123,0.001102
Contagem,25000,2,2,24999,50005,0.00048
Balde,25000,2,2,51087,101093,0.001171
Radixsort C.,25000,2,2,0,450000,0.001781
Radixsort B.,25000,2,2,0,450000,0.004689
Bolha,25000,2,3,312419972,470508357,0.664632
Coquetel,25000,2,3,235526879,470508357,0.563281
Seleção,25000,2,3,312487500,74961,0.143041
Inserção,25000,2,3,156861110,156886117,0.058079
Shellsort,25000,2,3,538532,814608,0.00178
Mergesort,25000,2,3,334095,715171,0.001463
Heapsort,25000,2,3,637374,1031058,0.001879
Quicksort,25000,2,3,482979,244528,0.001115
Introsort,25000,2,3,436339,199284,0.001128
Contagem,25000,2,3,24999,50014,0.000486
Balde,25000,2,3,51006,101021,0.00116
Radixsort C.,25000,2,3,0,450000,0.00178
Radixsort B.,25000,2,3,0,450000,0.004755
Bolha,30000,0,1,29999,0,8e-06
Coquetel,30000,0,1,29999,0,1.6e-05
Seleção,30000,0,1,449985000,0,0.200119
Inserção,30000,0,1,29999,59998,2.1e-05
Shellsort,30000,0,1,324285,648570,0.000302
Mergesort,30000,0,1,219504,666736,0.000296
Heapsort,30000,0,1,820202,1320300,0.001555
Quicksort,30000,0,1,364093,70233,0.000164
Introsort,30000,0,1,364093,70233,0.000167
Contagem,30000,0,1,29999,89999,0.000113
Balde,30000,0,1,59999,149999,0.000806
Radixsort C.,30000,0,1,0,540000,0.002033
Radixsort B.,30000,0,1,0,540000,0.004952
Bolha,30000,0,2,29999,0,8e-06
Coquetel,30000,0,2,29999,0,1.6e-05
Seleção,30000,0,2,449985000,0,0.197731
Inserção,30000,0,2,29999,59998,2.1e-05
Shellsort,30000,0,2,324285,648570,0.000302
Mergesort,30000,0,2,219504,666736,0.000294
Heapsort,30000,0,2,820202,1320300,0.001563
Quicksort,30000,0,2,364093,70233,0.000165
Introsort,30000,0,2,364093,70233,0.000166
Contagem,30000,0,2,29999,89999,0.000105
Balde,30000,0,2,59999,149999,0.000809
Radixsort C.,30000,0,2,0,540000,0.00203
Radixsort B.,30000,0,2,0,540000,0.004875
Bolha,30000,0,3,29999,0,8e-06
Coquetel,30000,0,3,29999,0,1.5e-05
Seleção,30000,0,3,449985000,0,0.203574
Inserção,30000,0,3,29999,59998,2.1e-05
Shellsort,30000,0,3,324285,648570,0.000302
Mergesort,30000,0,3,219504,666736,0.00031
Heapsort,30000,0,3,820202,1320300,0.001553
Quicksort,30000,0,3,364093,70233,0.000167
Introsort,30000,0,3,364093,70233,0.000167
Contagem,30000,0,3,29999,89999,0.000106
Balde,30000,0,3,59999,149999,0.000808
Radixsort C.,30000,0,3,0,540000,0.002031
Radixsort B.,30000,0,3,0,540000,0.004931
Bolha,30000,1,1,449985000,1349955000,0.762268
Coquetel,30000,1,1,449985000,1349955000,0.753624
Seleção,30000,1,1,449985000,45000,0.185386
Inserção,30000,1,1,449985000,450044998,0.166527
Shellsort,30000,1,1,451690,791542,0.000409
Mergesort,30000,1,1,227728,894464,0.000517
Heapsort,30000,1,1,738426,1197636,0.001593
Quicksort,30000,1,1,574781,127790,0.000282
Introsort,30000,1,1,775159,136872,0.000382
Contagem,30000,1,1,29999,60000,0.000108
Balde,30000,1,1,59999,120000,0.001065
Radixsort C.,30000,1,1,0,540000,0.002624
Radixsort B.,30000,1,1,0,540000,0.005037
Bolha,30000,1,2,449985000,1349955000,0.762443
Coquetel,30000,1,2,449985000,1349955000,0.754041
Seleção,30000,1,2,449985000,45000,0.185257
Inserção,30000,1,2,449985000,450044998,0.166538
Shellsort,30000,1,2,451690,791542,0.000403
Mergesort,30000,1,2,227728,894464,0.000519
Heapsort,30000,1,2,738426,1197636,0.001594
Quicksort,30000,1,2,574781,127790,0.000281
Introsort,30000,1,2,775159,136872,0.000384
Contagem,30000,1,2,29999,60000,0.000114
Balde,30000,1,2,59999,120000,0.001112
Radixsort C.,30000,1,2,0,540000,0.002026
Radixsort B.,30000,1,2,0,540000,0.004593
Bolha,30000,1,3,449985000,1349955000,0.760989
Coquetel,30000,1,3,449985000,1349955000,0.753892
Seleção,30000,1,3,449985000,45000,0.185327
Inserção,30000,1,3,449985000,450044998,0.166562
Shellsort,30000,1,3,451690,791542,0.000418
Mergesort,30000,1,3,227728,894464,0.000522
Heapsort,30000,1,3,738426,1197636,0.001575
Quicksort,30000,1,3,574781,127790,0.000288
Introsort,30000,1,3,775159,136872,0.000384
Contagem,30000,1,3,29999,60000,0.000106
Balde,30000,1,3,59999,120000,0.001073
Radixsort C.,30000,1,3,0,540000,0.002033
Radixsort B.,30000,1,3,0,540000,0.004597
Bolha,30000,2,1,449960469,673327536,1.010654
Coquetel,30000,2,1,337702395,673327536,0.821635
Seleção,30000,2,1,449985000,89955,0.205524
Inserção,30000,2,1,224472505,224502510,0.082926
Shellsort,30000,2,1,663337,1001758,0.002215
Mergesort,30000,2,1,408628,873297,0.001809
Heapsort,30000,2,1,779938,1259904,0.00233
Quicksort,30000,2,1,619501,320307,0.001396
Introsort,30000,2,1,524413,241952,0.001396
Contagem,30000,2,1,29999,60007,0.000582
Balde,30000,2,1,61195,121203,0.001435
Radixsort C.,30000,2,1,0,540000,0.002144
Radixsort B.,30000,2,1,0,540000,0.006027
Bolha,30000,2,2,449980440,674433894,1.025399
Coquetel,30000,2,2,336590730,674433894,0.821026
Seleção,30000,2,2,449985000,89979,0.204371
Inserção,30000,2,2,224841290,224871296,0.08316
Shellsort,30000,2,2,665245,1003673,0.002219
Mergesort,30000,2,2,408700,873362,0.001808
Heapsort,30000,2,2,779722,1259580,0.002387
Quicksort,30000,2,2,635472,324877,0.001365
Introsort,30000,2,2,541112,241544,0.001364
Contagem,30000,2,2,29999,60011,0.000571
Balde,30000,2,2,61238,121250,0.00143
Radixsort C.,30000,2,2,0,540000,0.002145
